Year,Company,Corpus,text_length,Corpus_token,Corpus_string,Corpus_string_fdist,Corpus_string_lem,is_equal,neg,neu,pos,compound,Sentiment
2020,Apple,apple's repair costs are exorbitant. they make it nearly impossible to get repairs done outside of their authorized service centers.,132,"['apple', 'repair', 'costs', 'exorbitant', 'make', 'nearly', 'impossible', 'get', 'repairs', 'done', 'outside', 'authorized', 'service', 'centers']",apple repair costs exorbitant make nearly impossible get repairs done outside authorized service centers,apple repair costs exorbitant make nearly impossible get repairs done outside authorized service centers,apple repair costs exorbitant make nearly impossible get repairs done outside authorized service centers,True,0.0,1.0,0.0,0.0,neutral
2021,Apple,"apple's customer support is a nightmare. it takes forever to get a response, and when they do respond, it's just generic and unhelpful.",135,"['apple', 'customer', 'support', 'nightmare', 'takes', 'forever', 'get', 'response', 'respond', 'generic', 'unhelpful']",apple customer support nightmare takes forever get response respond generic unhelpful,apple customer support nightmare takes forever get response respond generic unhelpful,apple customer support nightmare takes forever get response respond generic unhelpful,True,0.0,0.787,0.213,0.4019,positive
2022,Apple,apple's product quality has gone downhill. my new iphone started experiencing issues within weeks of purchase. such a waste of money.,133,"['apple', 'product', 'quality', 'gone', 'downhill', 'new', 'iphone', 'started', 'experiencing', 'issues', 'within', 'weeks', 'purchase', 'waste', 'money']",apple product quality gone downhill new iphone started experiencing issues within weeks purchase waste money,apple product quality gone downhill new iphone started experiencing issues within weeks purchase waste money,apple product quality gone downhill new iphone started experiencing issues within weeks purchase waste money,True,0.167,0.833,0.0,-0.4215,negative
2023,Apple,i'm tired of apple's planned obsolescence. they intentionally make their devices obsolete to push us into buying new ones. it's unethical.,138,"['tired', 'apple', 'planned', 'obsolescence', 'intentionally', 'make', 'devices', 'obsolete', 'push', 'us', 'buying', 'new', 'ones', 'unethical']",tired apple planned obsolescence intentionally make devices obsolete push buying new ones unethical,tired apple planned obsolescence intentionally make devices obsolete push buying new ones unethical,tired apple planned obsolescence intentionally make devices obsolete push buying new ones unethical,True,0.457,0.543,0.0,-0.8126,negative
2015,Apple,"apple's itunes is a bloated mess. it's slow, confusing, and filled with unnecessary features. they need to simplify and improve the user experience.",148,"['apple', 'itunes', 'bloated', 'mess', 'slow', 'confusing', 'filled', 'unnecessary', 'features', 'need', 'simplify', 'improve', 'user', 'experience']",apple itunes bloated mess slow confusing filled unnecessary features need simplify improve user experience,apple itunes bloated mess slow confusing filled unnecessary features need simplify improve user experience,apple itunes bloated mess slow confusing filled unnecessary features need simplify improve user experience,True,0.24,0.601,0.158,-0.128,negative
2016,Apple,apple's macbooks are overpriced for the hardware they offer. you can get better specifications at a lower price from other brands.,130,"['apple', 'macbooks', 'overpriced', 'hardware', 'offer', 'get', 'better', 'specifications', 'lower', 'price', 'brands']",apple macbooks overpriced hardware offer get better specifications lower price brands,apple macbooks overpriced hardware offer get better specifications lower price brands,apple macbooks overpriced hardware offer get better specifications lower price brands,True,0.156,0.638,0.206,0.1779,positive
2017,Apple,"apple's product durability is questionable. my iphone screen cracked easily, and the repair cost is ridiculously high.",118,"['apple', 'product', 'durability', 'questionable', 'iphone', 'screen', 'cracked', 'easily', 'repair', 'cost', 'ridiculously', 'high']",apple product durability questionable iphone screen cracked easily repair cost ridiculously high,apple product durability questionable iphone screen cracked easily repair cost ridiculously high,apple product durability questionable iphone screen cracked easily repair cost ridiculously high,True,0.287,0.562,0.15,-0.296,negative
2018,Apple,"apple's lack of backward compatibility is frustrating. they constantly change their charging ports and accessories, making older devices obsolete.",146,"['apple', 'lack', 'backward', 'compatibility', 'frustrating', 'constantly', 'change', 'charging', 'ports', 'accessories', 'making', 'older', 'devices', 'obsolete']",apple lack backward compatibility frustrating constantly change charging ports accessories making older devices obsolete,apple lack backward compatibility frustrating constantly change charging ports accessories making older devices obsolete,apple lack backward compatibility frustrating constantly change charging ports accessories making older devices obsolete,True,0.402,0.598,0.0,-0.7506,negative
2019,Apple,apple's software updates are full of bugs. it's frustrating to deal with constant crashes and glitches. they need better quality control.,137,"['apple', 'software', 'updates', 'full', 'bugs', 'frustrating', 'deal', 'constant', 'crashes', 'glitches', 'need', 'better', 'quality', 'control']",apple software updates full bugs frustrating deal constant crashes glitches need better quality control,apple software updates full bugs frustrating deal constant crashes glitches need better quality control,apple software updates full bugs frustrating deal constant crashes glitches need better quality control,True,0.163,0.674,0.163,0.0,neutral
2020,Apple,apple's reliance on proprietary connectors is annoying. it's inconvenient to carry around multiple cables and adapters for different devices.,141,"['apple', 'reliance', 'proprietary', 'connectors', 'annoying', 'inconvenient', 'carry', 'around', 'multiple', 'cables', 'adapters', 'different', 'devices']",apple reliance proprietary connectors annoying inconvenient carry around multiple cables adapters different devices,apple reliance proprietary connectors annoying inconvenient carry around multiple cables adapters different devices,apple reliance proprietary connectors annoying inconvenient carry around multiple cables adapters different devices,True,0.317,0.683,0.0,-0.6249,negative
2021,Apple,apple's customer loyalty program is a joke. they offer minimal rewards for our continued support and high spending. not worth it.,129,"['apple', 'customer', 'loyalty', 'program', 'joke', 'offer', 'minimal', 'rewards', 'continued', 'support', 'high', 'spending', 'worth']",apple customer loyalty program joke offer minimal rewards continued support high spending worth,apple customer loyalty program joke offer minimal rewards continued support high spending worth,apple customer loyalty program joke offer minimal rewards continued support high spending worth,True,0.0,0.374,0.626,0.9081,positive
2022,Apple,apple's app store policies are anti-competitive. they unfairly control what apps can be published and charge exorbitant fees to developers.,139,"['apple', 'app', 'store', 'policies', 'anti', 'competitive', 'unfairly', 'control', 'apps', 'published', 'charge', 'exorbitant', 'fees', 'developers']",apple app store policies anti competitive unfairly control apps published charge exorbitant fees developers,apple app store policies anti competitive unfairly control apps published charge exorbitant fees developers,apple app store policies anti competitive unfairly control apps published charge exorbitant fees developers,True,0.144,0.75,0.106,-0.1531,negative
2023,Apple,i'm frustrated with apple's lack of customization options. android devices offer much more flexibility and personalization.,123,"['frustrated', 'apple', 'lack', 'customization', 'options', 'android', 'devices', 'offer', 'much', 'flexibility', 'personalization']",frustrated apple lack customization options android devices offer much flexibility personalization,frustrated apple lack customization options android devices offer much flexibility personalization,frustrated apple lack customization options android devices offer much flexibility personalization,True,0.354,0.497,0.149,-0.5106,negative
2015,Apple,"apple's closed ecosystem limits user freedom. they control every aspect of their devices, and it's difficult to customize or personalize them.",142,"['apple', 'closed', 'ecosystem', 'limits', 'user', 'freedom', 'control', 'every', 'aspect', 'devices', 'difficult', 'customize', 'personalize']",apple closed ecosystem limits user freedom control every aspect devices difficult customize personalize,apple closed ecosystem limits user freedom control every aspect devices difficult customize personalize,apple closed ecosystem limits user freedom control every aspect devices difficult customize personalize,True,0.141,0.621,0.237,0.4019,positive
2016,Apple,apple's lack of innovation is evident in their product lineup. they're just recycling old designs and features with minimal improvements.,137,"['apple', 'lack', 'innovation', 'evident', 'product', 'lineup', 'recycling', 'old', 'designs', 'features', 'minimal', 'improvements']",apple lack innovation evident product lineup recycling old designs features minimal improvements,apple lack innovation evident product lineup recycling old designs features minimal improvements,apple lack innovation evident product lineup recycling old designs features minimal improvements,True,0.142,0.556,0.302,0.3818,positive
2017,Apple,apple's battery life is disappointing. i constantly have to carry a charger with,80,"['apple', 'battery', 'life', 'disappointing', 'constantly', 'carry', 'charger']",apple battery life disappointing constantly carry charger,apple battery life disappointing constantly carry charger,apple battery life disappointing constantly carry charger,True,0.348,0.652,0.0,-0.4939,negative
2022,Apple,"i'm so disappointed with the new iphone. the battery drains so quickly, and the camera quality is not as good as they advertised. waste of money!",145,"['disappointed', 'new', 'iphone', 'battery', 'drains', 'quickly', 'camera', 'quality', 'good', 'advertised', 'waste', 'money']",disappointed new iphone battery drains quickly camera quality good advertised waste money,disappointed new iphone battery drains quickly camera quality good advertised waste money,disappointed new iphone battery drains quickly camera quality good advertised waste money,True,0.331,0.506,0.163,-0.4588,negative
2022,Apple,"apple's latest software update is a disaster. it's full of bugs and crashes, making my iphone almost unusable. when will they get their act together?",149,"['apple', 'latest', 'software', 'update', 'disaster', 'full', 'bugs', 'crashes', 'making', 'iphone', 'almost', 'unusable', 'get', 'act', 'together']",apple latest software update disaster full bugs crashes making iphone almost unusable get act together,apple latest software update disaster full bugs crashes making iphone almost unusable get act together,apple latest software update disaster full bugs crashes making iphone almost unusable get act together,True,0.227,0.773,0.0,-0.6249,negative
2022,Apple,"apple's customer service is a nightmare. i've been on hold for hours, and they still haven't resolved my issue. they don't value their customers at all.",152,"['apple', 'customer', 'service', 'nightmare', 'hold', 'hours', 'still', 'resolved', 'issue', 'value', 'customers']",apple customer service nightmare hold hours still resolved issue value customers,apple customer service nightmare hold hours still resolved issue value customers,apple customer service nightmare hold hours still resolved issue value customers,True,0.0,0.687,0.313,0.4767,positive
2022,Apple,apple's pricing for accessories is outrageous. they charge a fortune for a simple charging cable or adapter. it's a blatant money-grab.,135,"['apple', 'pricing', 'accessories', 'outrageous', 'charge', 'fortune', 'simple', 'charging', 'cable', 'adapter', 'blatant', 'money', 'grab']",apple pricing accessories outrageous charge fortune simple charging cable adapter blatant money grab,apple pricing accessories outrageous charge fortune simple charging cable adapter blatant money grab,apple pricing accessories outrageous charge fortune simple charging cable adapter blatant money grab,True,0.2,0.8,0.0,-0.4588,negative
2022,Apple,"i regret upgrading to the latest macbook. the keyboard is unreliable, and the performance is not as impressive as they claim. apple is losing its touch.",152,"['regret', 'upgrading', 'latest', 'macbook', 'keyboard', 'unreliable', 'performance', 'impressive', 'claim', 'apple', 'losing', 'touch']",regret upgrading latest macbook keyboard unreliable performance impressive claim apple losing touch,regret upgrading latest macbook keyboard unreliable performance impressive claim apple losing touch,regret upgrading latest macbook keyboard unreliable performance impressive claim apple losing touch,True,0.305,0.508,0.186,-0.2732,negative
2022,Apple,"apple's icloud storage plans are ridiculously expensive. they should offer more affordable options, especially for users with larger storage needs.",147,"['apple', 'icloud', 'storage', 'plans', 'ridiculously', 'expensive', 'offer', 'affordable', 'options', 'especially', 'users', 'larger', 'storage', 'needs']",apple icloud storage plans ridiculously expensive offer affordable options especially users larger storage needs,apple icloud storage plans ridiculously expensive offer affordable options especially users larger storage needs,apple icloud storage plans ridiculously expensive offer affordable options especially users larger storage needs,True,0.156,0.844,0.0,-0.34,negative
2022,Apple,apple's lack of support for expandable storage is frustrating. i can't believe they still haven't added a microsd card slot to their devices.,141,"['apple', 'lack', 'support', 'expandable', 'storage', 'frustrating', 'believe', 'still', 'added', 'microsd', 'card', 'slot', 'devices']",apple lack support expandable storage frustrating believe still added microsd card slot devices,apple lack support expandable storage frustrating believe still added microsd card slot devices,apple lack support expandable storage frustrating believe still added microsd card slot devices,True,0.291,0.559,0.151,-0.3612,negative
2022,Apple,i'm fed up with apple's closed ecosystem. it's so limiting and restrictive. i want the freedom to customize and personalize my device the way i want.,149,"['fed', 'apple', 'closed', 'ecosystem', 'limiting', 'restrictive', 'want', 'freedom', 'customize', 'personalize', 'device', 'way', 'want']",fed apple closed ecosystem limiting restrictive want freedom customize personalize device way want,fed apple closed ecosystem limiting restrictive want freedom customize personalize device way want,fed apple closed ecosystem limiting restrictive want freedom customize personalize device way want,True,0.0,0.595,0.405,0.7003,positive
2022,Apple,apple's constant push for planned obsolescence is infuriating. they intentionally slow down older devices to force us to upgrade. it's a shady business practice.,161,"['apple', 'constant', 'push', 'planned', 'obsolescence', 'infuriating', 'intentionally', 'slow', 'older', 'devices', 'force', 'us', 'upgrade', 'shady', 'business', 'practice']",apple constant push planned obsolescence infuriating intentionally slow older devices force upgrade shady business practice,apple constant push planned obsolescence infuriating intentionally slow older devices force upgrade shady business practice,apple constant push planned obsolescence infuriating intentionally slow older devices force upgrade shady business practice,True,0.195,0.805,0.0,-0.5267,negative
2022,Apple,i'm disappointed with apple's privacy practices. they collect so much data without clear transparency. it's concerning and makes me question their ethics.,154,"['disappointed', 'apple', 'privacy', 'practices', 'collect', 'much', 'data', 'without', 'clear', 'transparency', 'concerning', 'makes', 'question', 'ethics']",disappointed apple privacy practices collect much data without clear transparency concerning makes question ethics,disappointed apple privacy practices collect much data without clear transparency concerning makes question ethics,disappointed apple privacy practices collect much data without clear transparency concerning makes question ethics,True,0.306,0.694,0.0,-0.6467,negative
2022,Apple,apple's decision to remove the charger from the iphone box is just a cost-cutting move. they're taking away essential accessories and expecting us to pay extra.,160,"['apple', 'decision', 'remove', 'charger', 'iphone', 'box', 'cost', 'cutting', 'move', 'taking', 'away', 'essential', 'accessories', 'expecting', 'us', 'pay', 'extra']",apple decision remove charger iphone box cost cutting move taking away essential accessories expecting pay extra,apple decision remove charger iphone box cost cutting move taking away essential accessories expecting pay extra,apple decision remove charger iphone box cost cutting move taking away essential accessories expecting pay extra,True,0.172,0.828,0.0,-0.2263,negative
2022,Apple,"apple's siri is so far behind other voice assistants. it's slow, inaccurate, and struggles to understand basic commands. they need to step up their game.",153,"['apple', 'siri', 'far', 'behind', 'voice', 'assistants', 'slow', 'inaccurate', 'struggles', 'understand', 'basic', 'commands', 'need', 'step', 'game']",apple siri far behind voice assistants slow inaccurate struggles understand basic commands need step game,apple siri far behind voice assistants slow inaccurate struggles understand basic commands need step game,apple siri far behind voice assistants slow inaccurate struggles understand basic commands need step game,True,0.152,0.848,0.0,-0.3612,negative
2022,Apple,"apple's lack of support for third-party app stores is frustrating. i want the option to download apps from different sources, not just the app store.",149,"['apple', 'lack', 'support', 'third', 'party', 'app', 'stores', 'frustrating', 'want', 'option', 'download', 'apps', 'different', 'sources', 'app', 'store']",apple lack support third party app stores frustrating want option download apps different sources app store,apple lack support third party app stores frustrating want option download apps different sources app store,apple lack support third party app stores frustrating want option download apps different sources app store,True,0.227,0.48,0.293,0.128,positive
2022,Apple,i'm tired of apple's constant patent lawsuits. it's a way for them to stifle competition and maintain their dominance. it's anti-innovation.,140,"['tired', 'apple', 'constant', 'patent', 'lawsuits', 'way', 'stifle', 'competition', 'maintain', 'dominance', 'anti', 'innovation']",tired apple constant patent lawsuits way stifle competition maintain dominance anti innovation,tired apple constant patent lawsuits way stifle competition maintain dominance anti innovation,tired apple constant patent lawsuits way stifle competition maintain dominance anti innovation,True,0.374,0.385,0.242,-0.34,negative
2022,Apple,"apple's face id is unreliable. it often fails to recognize my face, forcing me to enter my passcode multiple times. they need to improve this feature.",150,"['apple', 'face', 'id', 'unreliable', 'often', 'fails', 'recognize', 'face', 'forcing', 'enter', 'passcode', 'multiple', 'times', 'need', 'improve', 'feature']",apple face unreliable often fails recognize face forcing enter passcode multiple times need improve feature,apple face unreliable often fails recognize face forcing enter passcode multiple times need improve feature,apple face unreliable often fails recognize face forcing enter passcode multiple times need improve feature,True,0.15,0.695,0.155,0.0258,positive
2022,Apple,apple's restrictive repair policies are a nightmare. they make it nearly impossible to get repairs done by third-party technicians or even diy. it's frustrating.,161,"['apple', 'restrictive', 'repair', 'policies', 'nightmare', 'make', 'nearly', 'impossible', 'get', 'repairs', 'done', 'third', 'party', 'technicians', 'even', 'diy', 'frustrating']",apple restrictive repair policies nightmare make nearly impossible get repairs done third party technicians even diy frustrating,apple restrictive repair policies nightmare make nearly impossible get repairs done third party technicians even diy frustrating,apple restrictive repair policies nightmare make nearly impossible get repairs done third party technicians even diy frustrating,True,0.141,0.728,0.131,-0.0516,negative
2022,Apple,"i'm disappointed with apple's lack of support for older devices. they quickly abandon software updates for older models, leaving them vulnerable to security risks.",163,"['disappointed', 'apple', 'lack', 'support', 'older', 'devices', 'quickly', 'abandon', 'software', 'updates', 'older', 'models', 'leaving', 'vulnerable', 'security', 'risks']",disappointed apple lack support older devices quickly abandon software updates older models leaving vulnerable security risks,disappointed apple lack support older devices quickly abandon software updates older models leaving vulnerable security risks,disappointed apple lack support older devices quickly abandon software updates older models leaving vulnerable security risks,True,0.466,0.341,0.193,-0.7351,negative
2022,Apple,apple's lack of innovation is evident in their recent product releases. they're just playing catch-up with competitors instead of leading the way.,146,"['apple', 'lack', 'innovation', 'evident', 'recent', 'product', 'releases', 'playing', 'catch', 'competitors', 'instead', 'leading', 'way']",apple lack innovation evident recent product releases playing catch competitors instead leading way,apple lack innovation evident recent product releases playing catch competitors instead leading way,apple lack innovation evident recent product releases playing catch competitors instead leading way,True,0.138,0.599,0.263,0.2732,positive
2022,Apple,"just upgraded to the latest iphone, and it's amazing! the performance and camera quality are outstanding. #iphone #upgrade #apple",129,"['upgraded', 'latest', 'iphone', 'amazing', 'performance', 'camera', 'quality', 'outstanding', 'iphone', 'upgrade', 'apple']",upgraded latest iphone amazing performance camera quality outstanding iphone upgrade apple,upgraded latest iphone amazing performance camera quality outstanding iphone upgrade apple,upgraded latest iphone amazing performance camera quality outstanding iphone upgrade apple,True,0.0,0.536,0.464,0.8316,positive
2022,Apple,"i'm loving the new macbook pro! the m1 chip is incredibly fast, and the battery life is impressive. apple nailed it with this one. #macbookpro #apple",149,"['loving', 'new', 'macbook', 'pro', 'm1', 'chip', 'incredibly', 'fast', 'battery', 'life', 'impressive', 'apple', 'nailed', 'one', 'macbookpro', 'apple']",loving new macbook pro chip incredibly fast battery life impressive apple nailed one macbookpro apple,loving new macbook pro chip incredibly fast battery life impressive apple nailed one macbookpro apple,loving new macbook pro chip incredibly fast battery life impressive apple nailed one macbookpro apple,True,0.0,0.644,0.356,0.802,positive
2022,Apple,"apple's privacy features give me peace of mind. they prioritize the security of my data, and i appreciate that. #privacy #apple",127,"['apple', 'privacy', 'features', 'give', 'peace', 'mind', 'prioritize', 'security', 'data', 'appreciate', 'privacy', 'apple']",apple privacy features give peace mind prioritize security data appreciate privacy apple,apple privacy features give peace mind prioritize security data appreciate privacy apple,apple privacy features give peace mind prioritize security data appreciate privacy apple,True,0.0,0.511,0.489,0.8225,positive
2022,Apple,apple's airpods pro are a game-changer. the sound quality and noise cancellation are on another level. #airpodspro #apple,121,"['apple', 'airpods', 'pro', 'game', 'changer', 'sound', 'quality', 'noise', 'cancellation', 'another', 'level', 'airpodspro', 'apple']",apple airpods pro game changer sound quality noise cancellation another level airpodspro apple,apple airpods pro game changer sound quality noise cancellation another level airpodspro apple,apple airpods pro game changer sound quality noise cancellation another level airpodspro apple,True,0.0,1.0,0.0,0.0,neutral
2022,Apple,the new apple watch series 7 is stunning! the larger display and new health features make it a must-have for fitness enthusiasts. #applewatch #series7,150,"['new', 'apple', 'watch', 'series', '7', 'stunning', 'larger', 'display', 'new', 'health', 'features', 'make', 'must', 'fitness', 'enthusiasts', 'applewatch', 'series7']",new apple watch series stunning larger display new health features make must fitness enthusiasts applewatch series7,new apple watch series stunning larger display new health features make must fitness enthusiasts applewatch series7,new apple watch series stunning larger display new health features make must fitness enthusiasts applewatch series7,True,0.0,0.647,0.353,0.7269,positive
2022,Apple,"apple's ecosystem is unmatched. i love how seamlessly i can switch between my iphone, ipad, and macbook. it's all so interconnected. #apple #ecosystem",150,"['apple', 'ecosystem', 'unmatched', 'love', 'seamlessly', 'switch', 'iphone', 'ipad', 'macbook', 'interconnected', 'apple', 'ecosystem']",apple ecosystem unmatched love seamlessly switch iphone ipad macbook interconnected apple ecosystem,apple ecosystem unmatched love seamlessly switch iphone ipad macbook interconnected apple ecosystem,apple ecosystem unmatched love seamlessly switch iphone ipad macbook interconnected apple ecosystem,True,0.084,0.645,0.271,0.5994,positive
2022,Apple,"the new imac with m1 chip is a powerhouse. it's super fast, and the display is gorgeous. apple continues to impress with their innovations. #imac #m1chip",153,"['new', 'imac', 'm1', 'chip', 'powerhouse', 'super', 'fast', 'display', 'gorgeous', 'apple', 'continues', 'impress', 'innovations', 'imac', 'm1chip']",new imac chip powerhouse super fast display gorgeous apple continues impress innovations imac m1chip,new imac chip powerhouse super fast display gorgeous apple continues impress innovations imac m1chip,new imac chip powerhouse super fast display gorgeous apple continues impress innovations imac m1chip,True,0.0,0.505,0.495,0.8957,positive
2022,Apple,apple's customer support is excellent. they were quick to address my concern and provided a satisfactory solution. #customersupport #apple,138,"['apple', 'customer', 'support', 'excellent', 'quick', 'address', 'concern', 'provided', 'satisfactory', 'solution', 'customersupport', 'apple']",apple customer support excellent quick address concern provided satisfactory solution customersupport apple,apple customer support excellent quick address concern provided satisfactory solution customersupport apple,apple customer support excellent quick address concern provided satisfactory solution customersupport apple,True,0.0,0.417,0.583,0.8807,positive
2022,Apple,apple's commitment to sustainability is commendable. they are making strides in reducing their carbon footprint and using recycled materials. #sustainability #apple,164,"['apple', 'commitment', 'sustainability', 'commendable', 'making', 'strides', 'reducing', 'carbon', 'footprint', 'using', 'recycled', 'materials', 'sustainability', 'apple']",apple commitment sustainability commendable making strides reducing carbon footprint using recycled materials sustainability apple,apple commitment sustainability commendable making strides reducing carbon footprint using recycled materials sustainability apple,apple commitment sustainability commendable making strides reducing carbon footprint using recycled materials sustainability apple,True,0.0,0.833,0.167,0.3818,positive
2022,Apple,i can't imagine my life without apple's ecosystem. it keeps everything organized and makes my daily tasks so much easier. #apple #technology,140,"['imagine', 'life', 'without', 'apple', 'ecosystem', 'keeps', 'everything', 'organized', 'makes', 'daily', 'tasks', 'much', 'easier', 'apple', 'technology']",imagine life without apple ecosystem keeps everything organized makes daily tasks much easier apple technology,imagine life without apple ecosystem keeps everything organized makes daily tasks much easier apple technology,imagine life without apple ecosystem keeps everything organized makes daily tasks much easier apple technology,True,0.0,0.833,0.167,0.4215,positive
2022,Apple,apple's focus on user privacy is a breath of fresh air. i feel confident knowing that my data is protected. #privacy #apple,123,"['apple', 'focus', 'user', 'privacy', 'breath', 'fresh', 'air', 'feel', 'confident', 'knowing', 'data', 'protected', 'privacy', 'apple']",apple focus user privacy breath fresh air feel confident knowing data protected privacy apple,apple focus user privacy breath fresh air feel confident knowing data protected privacy apple,apple focus user privacy breath fresh air feel confident knowing data protected privacy apple,True,0.0,0.567,0.433,0.8126,positive
2022,Apple,apple's software updates always bring exciting new features and improvements. they continue to enhance the user experience. #softwareupdate #apple,146,"['apple', 'software', 'updates', 'always', 'bring', 'exciting', 'new', 'features', 'improvements', 'continue', 'enhance', 'user', 'experience', 'softwareupdate', 'apple']",apple software updates always bring exciting new features improvements continue enhance user experience softwareupdate apple,apple software updates always bring exciting new features improvements continue enhance user experience softwareupdate apple,apple software updates always bring exciting new features improvements continue enhance user experience softwareupdate apple,True,0.0,0.703,0.297,0.6705,positive
2022,Apple,"the apple homepod mini is fantastic. the sound quality is impressive, and it seamlessly integrates with my other apple devices. #homepodmini #apple",147,"['apple', 'homepod', 'mini', 'fantastic', 'sound', 'quality', 'impressive', 'seamlessly', 'integrates', 'apple', 'devices', 'homepodmini', 'apple']",apple homepod mini fantastic sound quality impressive seamlessly integrates apple devices homepodmini apple,apple homepod mini fantastic sound quality impressive seamlessly integrates apple devices homepodmini apple,apple homepod mini fantastic sound quality impressive seamlessly integrates apple devices homepodmini apple,True,0.0,0.615,0.385,0.7845,positive
2022,Apple,"i'm impressed with apple's attention to detail. from the design of their products to the packaging, everything feels premium. #attentiontodetail #apple",151,"['impressed', 'apple', 'attention', 'detail', 'design', 'products', 'packaging', 'everything', 'feels', 'premium', 'attentiontodetail', 'apple']",impressed apple attention detail design products packaging everything feels premium attentiontodetail apple,impressed apple attention detail design products packaging everything feels premium attentiontodetail apple,impressed apple attention detail design products packaging everything feels premium attentiontodetail apple,True,0.0,0.78,0.22,0.4767,positive
2022,Apple,apple's commitment to accessibility is remarkable. they strive to make their products inclusive for all users. #accessibility #apple,132,"['apple', 'commitment', 'accessibility', 'remarkable', 'strive', 'make', 'products', 'inclusive', 'users', 'accessibility', 'apple']",apple commitment accessibility remarkable strive make products inclusive users accessibility apple,apple commitment accessibility remarkable strive make products inclusive users accessibility apple,apple commitment accessibility remarkable strive make products inclusive users accessibility apple,True,0.0,0.592,0.408,0.7351,positive
2022,Apple,i'm loving the new features in ios 15. apple continues to make my iphone experience better with each update. #ios15 #iphone #apple,130,"['loving', 'new', 'features', 'ios', '15', 'apple', 'continues', 'make', 'iphone', 'experience', 'better', 'update', 'ios15', 'iphone', 'apple']",loving new features ios apple continues make iphone experience better update ios15 iphone apple,loving new features ios apple continues make iphone experience better update ios15 iphone apple,loving new features ios apple continues make iphone experience better update ios15 iphone apple,True,0.0,0.638,0.362,0.7783,positive
2022,Apple,apple's integration of augmented reality in their devices opens up a world of possibilities. it's exciting to see what the future holds. #ar #apple,147,"['apple', 'integration', 'augmented', 'reality', 'devices', 'opens', 'world', 'possibilities', 'exciting', 'see', 'future', 'holds', 'ar', 'apple']",apple integration augmented reality devices opens world possibilities exciting see future holds apple,apple integration augmented reality devices opens world possibilities exciting see future holds apple,apple integration augmented reality devices opens world possibilities exciting see future holds apple,True,0.0,0.789,0.211,0.4939,positive
2022,Apple,the apple pencil is a game-changer for digital artists. it's incredibly precise and responsive. #applepencil #art #creativity,125,"['apple', 'pencil', 'game', 'changer', 'digital', 'artists', 'incredibly', 'precise', 'responsive', 'applepencil', 'art', 'creativity']",apple pencil game changer digital artists incredibly precise responsive applepencil art creativity,apple pencil game changer digital artists incredibly precise responsive applepencil art creativity,apple pencil game changer digital artists incredibly precise responsive applepencil art creativity,True,0.0,0.65,0.35,0.6573,positive
2022,Apple,apple's face id is so convenient and secure. it's amazing how quickly it recognizes my face and unlocks my device. #faceid #apple,129,"['apple', 'face', 'id', 'convenient', 'secure', 'amazing', 'quickly', 'recognizes', 'face', 'unlocks', 'device', 'faceid', 'apple']",apple face convenient secure amazing quickly recognizes face unlocks device faceid apple,apple face convenient secure amazing quickly recognizes face unlocks device faceid apple,apple face convenient secure amazing quickly recognizes face unlocks device faceid apple,True,0.0,0.617,0.383,0.7351,positive
2022,Apple,the apple arcade is a great value for gamers. i love having access to a wide variety of high-quality games on my iphone and ipad. #applearcade #gaming,150,"['apple', 'arcade', 'great', 'value', 'gamers', 'love', 'access', 'wide', 'variety', 'high', 'quality', 'games', 'iphone', 'ipad', 'applearcade', 'gaming']",apple arcade great value gamers love access wide variety high quality games iphone ipad applearcade gaming,apple arcade great value gamers love access wide variety high quality games iphone ipad applearcade gaming,apple arcade great value gamers love access wide variety high quality games iphone ipad applearcade gaming,True,0.0,0.549,0.451,0.8934,positive
2022,Apple,the apple tv 4k delivers an immersive home entertainment experience. the picture quality and dolby atmos support are incredible. #appletv #homeentertainment,156,"['apple', 'tv', '4k', 'delivers', 'immersive', 'home', 'entertainment', 'experience', 'picture', 'quality', 'dolby', 'atmos', 'support', 'incredible', 'appletv', 'homeentertainment']",apple delivers immersive home entertainment experience picture quality dolby atmos support incredible appletv homeentertainment,apple delivers immersive home entertainment experience picture quality dolby atmos support incredible appletv homeentertainment,apple delivers immersive home entertainment experience picture quality dolby atmos support incredible appletv homeentertainment,True,0.0,0.686,0.314,0.6705,positive
2022,Apple,"apple's commitment to environmental sustainability is admirable. they are working towards a greener future, and i'm proud to be an apple user. #sustainability #apple",165,"['apple', 'commitment', 'environmental', 'sustainability', 'admirable', 'working', 'towards', 'greener', 'future', 'proud', 'apple', 'user', 'sustainability', 'apple']",apple commitment environmental sustainability admirable working towards greener future proud apple user sustainability apple,apple commitment environmental sustainability admirable working towards greener future proud apple user sustainability apple,apple commitment environmental sustainability admirable working towards greener future proud apple user sustainability apple,True,0.0,0.542,0.458,0.8519,positive
2022,Apple,the apple app store offers a vast selection of apps for every need. it's a one-stop-shop for all my app requirements. #appstore #apple,134,"['apple', 'app', 'store', 'offers', 'vast', 'selection', 'apps', 'every', 'need', 'one', 'stop', 'shop', 'app', 'requirements', 'appstore', 'apple']",apple app store offers vast selection apps every need one stop shop app requirements appstore apple,apple app store offers vast selection apps every need one stop shop app requirements appstore apple,apple app store offers vast selection apps every need one stop shop app requirements appstore apple,True,0.128,0.872,0.0,-0.296,negative
